site,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121
372502,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,0,1,2,3,4,0,1,2,0,1,2,3,4,5,6,0,1,2,3,0,1,2,0,1,2,3,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,0,1,2,3,0,1,2,0,1,2,3
378882,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,0,1,2,3,4,0,1,2,3,0,1,2,3,4,5,0,1,2,3,0,1,2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,0,1,2,0,1,2,3,0,1,2,0,1,2,3
400605,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,0,1,2,3,4,0,1,2,0,1,2,3,4,5,6,0,1,2,3,0,1,2,0,1,2,3,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,0,1,2,3,0,1,2,0,1,2,3
405643,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,0,1,2,3,4,0,1,2,3,0,1,2,3,4,5,0,1,2,3,0,1,2,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,0,1,2,0,1,2,3,0,1,2,0,1,2,3
544292,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,0,1,2,3,4,0,1,2,3,0,1,2,3,4,5,0,1,2,3,0,1,2,3,0,1,2,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2
593665,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,0,1,2,3,4,0,1,2,3,0,1,2,3,4,5,0,1,2,3,0,1,2,3,0,1,2,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2
594580,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,0,1,2,3,4,0,1,2,3,0,1,2,3,4,5,0,1,2,3,0,1,2,3,0,1,2,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,0,1,2,3,0,1,2,3,4,5,0,1,0,1,2
601725,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,0,1,2,3,4,0,1,2,3,0,1,2,3,4,5,0,1,2,3,0,1,2,3,0,1,2,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2
622337,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,0,1,2,3,4,0,1,2,3,0,1,2,3,4,5,0,1,2,3,0,1,2,3,0,1,2,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2
642613,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,4,0,1,2,3,0,1,2,3,0,1,2,3,4,5,6,0,1,2,3,0,1,2,3,4,5,6,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2
647830,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,0,1,2,3,4,0,1,2,3,0,1,2,3,4,5,0,1,2,3,0,1,2,3,0,1,2,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2
650846,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,4,0,1,2,3,0,1,2,3,4,0,1,2,3,4,5,0,1,2,3,0,1,2,3,0,1,2,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2
652934,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,4,0,1,2,3,0,1,2,3,4,0,1,2,3,4,5,0,1,2,3,0,1,2,3,0,1,2,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2
700226,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,4,5,6,7,0,1,2,3,0,1,2,3,4,5,0,1,2,3,0,1,2,3,0,1,2,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2
700239,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,0,1,2,3,0,1,2,3,4,5,0,1,2,3,0,1,2,3,0,1,2,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,0,1,2,3,0,1,2,3,1,2,0,1,0,1,2
HOBO-014,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,2,3,0,1,2,3,4,5,6,0,1,0,1,2,3,4,0,1,2,3,4,5,6,7,8,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,1,2,3,4,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,4,5,0,1,2,3,0,1,2,3,0,1,2,3,4,5,6,7,0,1,2,3,4,5,6,7,8,9,10,11,12,0,1,2,3,4,0,1,2,3,0,1,2,0,1,2,3
HOBO-016,-1,0,1,2,3,0,1,2,3,4,0,1,2,0,1,2,3,4,5,0,1,2,0,1,2,3,4,0,1,2,3,4,5,0,1,2,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,0,1,2,3,0,1,2,0,1,2,3,4,0,1,2,3,4,0,1,2,0,1,2,3,4,5,0,1,2,3,4,0,1,2,3,4,0,1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,0,1,2,3,4,0,1,2,3,0,1,2,3,0,1
HOBO-032,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,2,3,0,1,2,3,4,5,6,0,1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,1,2,3,4,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,4,5,0,1,2,3,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,0,1,2,3,0,1,2,0,1,2,3
HOBO-036,-1,0,1,2,3,0,1,2,3,4,0,1,2,0,1,2,3,4,5,0,1,2,0,1,2,3,4,0,1,2,3,4,5,0,1,2,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,0,1,2,3,0,1,2,0,1,2,3,4,0,1,2,3,4,0,1,2,0,1,2,3,4,5,0,1,2,3,4,0,1,2,3,4,0,1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,0,1,2,3,4,0,1,2,3,0,1,2,3,0,1
HOBO-040,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,2,3,0,1,2,3,4,5,6,0,1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,4,5,0,1,2,3,0,1,2,3,4,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,0,1,2,3,0,1,2,0,1,2,3
HOBO-053,-1,0,1,2,3,0,1,2,3,4,0,1,2,3,0,1,2,3,4,0,1,2,0,1,2,3,4,5,6,7,8,9,0,1,2,3,4,0,1,2,0,1,2,3,4,5,6,7,8,9,10,11,12,0,1,2,3,4,5,6,7,8,0,1,2,3,4,0,1,2,3,4,0,1,2,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,1,2,3,4,0,1,0,1,2,3,4,5,6,0
HOBO-055,-1,0,1,2,3,0,1,2,3,4,0,1,2,3,0,1,2,3,4,0,1,2,0,1,2,3,4,5,6,7,8,9,0,1,2,3,4,0,1,2,0,1,2,3,4,5,6,7,8,9,10,11,12,0,1,2,3,0,1,2,3,4,5,0,1,2,3,0,1,2,3,4,0,1,2,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,1,2,3,4,0,1,0,1,2,3,4,5,6,0
HOBO-060,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,2,3,0,1,2,3,4,5,6,0,1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,4,5,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,0,1,2,3,4,0,1,2,0,1,2,3
HOBO-063,-1,0,1,2,3,0,1,2,3,4,0,1,2,3,0,1,2,3,4,0,1,2,0,1,2,3,4,5,6,7,8,9,0,1,2,3,4,0,1,2,0,1,2,3,4,5,6,7,8,9,10,11,12,0,1,2,3,4,0,1,2,3,0,1,2,3,4,0,1,2,3,4,0,1,2,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,1,2,3,4,0,1,0,1,2,3,4,5,6,0
HOBO-200,-1,0,1,2,3,0,1,2,3,4,0,1,2,3,0,1,2,3,4,0,1,2,0,1,2,3,4,0,1,2,3,4,5,6,7,8,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,5,6,7,0,1,2,3,0,1,2,3,4,0,1,2,0,1,2,3,4,5,0,1,2,0,1,2,3,4,5,0,1,2,0,1,2,3,4,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,1,2,3,4,5,0,1,2,0,1,2,3,4,5
HOBO-204,-1,0,1,2,3,0,1,2,3,4,0,1,2,3,0,1,2,3,4,0,1,2,0,1,2,3,4,0,1,2,3,4,5,0,1,2,0,1,2,3,4,0,1,2,3,4,0,1,2,0,1,2,3,4,0,1,2,3,0,1,2,3,4,0,1,2,0,1,2,3,4,5,0,1,0,1,2,3,4,5,0,1,2,3,0,1,2,3,4,0,1,2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,0,1,2,0,1,2,3,0,1,2,3,0,1,2,3
HOBO-207,0,1,2,3,4,0,1,2,3,0,1,2,3,0,1,2,3,4,5,0,1,2,0,1,2,3,0,1,2,3,4,5,6,0,1,2,0,1,2,3,4,0,1,2,3,0,1,2,3,0,1,2,3,4,0,1,2,3,0,1,2,0,1,2,3,0,1,2,3,4,0,1,2,3,0,1,2,3,4,0,1,2,3,0,1,2,3,4,5,0,1,2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,0,1,2,0,1,2,3,0,1,2,3,0,1,2,3
HOBO-209,0,1,2,3,4,0,1,2,3,0,1,2,3,0,1,2,3,4,5,0,1,2,0,1,2,3,0,1,2,3,4,5,6,0,1,2,0,1,2,3,4,0,1,2,3,0,1,2,3,0,1,2,3,4,0,1,2,3,0,1,2,0,1,2,3,0,1,2,3,4,0,1,2,3,0,1,2,3,4,0,1,2,3,0,1,2,3,4,5,0,1,2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,0,1,2,0,1,2,3,0,1,2,3,0,1,2,3
HOBO-211,0,1,2,3,4,0,1,2,3,0,1,2,3,0,1,2,3,4,5,0,1,2,0,1,2,3,0,1,2,3,4,5,6,0,1,2,0,1,2,3,4,0,1,2,3,0,1,2,3,0,1,2,3,4,0,1,2,3,0,1,2,0,1,2,3,0,1,2,3,4,0,1,2,3,0,1,2,3,4,0,1,2,3,0,1,2,3,0,1,2,3,4,0,1,2,3,4,5,6,7,8,9,10,11,12,13,0,1,2,0,1,2,3,0,1,2,3,0,1,2,3
HOBO-216,-1,-1,-1,-1,-1,-1,-1,0,1,2,0,1,2,0,1,2,3,4,5,0,1,2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,0,1,2,3,0,1,2,3,0,1,2,3,4,5,0,1,2,0,1,2,3,4,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,0,1,2,0,1,2,3,4,0,1
HOBO-233,-1,-1,-1,-1,-1,-1,-1,0,1,2,0,1,2,0,1,2,3,4,5,0,1,2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,0,1,2,3,0,1,2,3,0,1,2,3,4,5,0,1,2,0,1,2,3,4,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,0,1,2,0,1,2,3,4,0,1
HOBO-235,-1,-1,-1,-1,-1,-1,-1,0,1,2,0,1,2,0,1,2,3,4,5,0,1,2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,0,1,2,3,0,1,2,3,0,1,2,3,4,5,0,1,2,0,1,2,3,4,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,0,1,2,0,1,2,3,4,0,1
HOBO-242,0,1,2,3,0,1,2,3,0,1,2,3,4,5,0,1,2,3,4,0,1,2,0,1,2,3,4,0,1,2,3,4,5,0,1,2,3,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,0,1,2,3,0,1,2,3,4,0,1,2,3,0,1,2,3,4,0,1,2,0,1,2,3,4,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,1,2,3,4,5,0,1,2,0,1,2,3,4,0,1
HOBO-244,0,1,2,3,0,1,2,3,4,5,0,1,2,3,0,1,2,3,4,0,1,2,0,1,2,3,4,0,1,2,3,4,5,0,1,2,3,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,0,1,2,3,0,1,2,3,4,0,1,2,3,0,1,2,3,4,0,1,2,0,1,2,3,4,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,1,2,3,4,5,0,1,2,0,1,2,3,4,5,0
HOBO-246,0,1,2,3,0,1,2,3,4,5,0,1,2,3,0,1,2,3,4,0,1,2,0,1,2,3,4,0,1,2,3,4,5,0,1,2,3,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,0,1,2,3,0,1,2,3,4,0,1,2,3,0,1,2,3,4,0,1,2,0,1,2,3,4,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,1,2,3,4,5,0,1,2,0,1,2,3,4,0,1
HOBO-248,0,1,2,3,0,1,2,3,4,5,0,1,2,3,0,1,2,3,4,0,1,2,0,1,2,3,4,0,1,2,3,4,5,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,1,2,3,0,1,2,3,4,0,1,2,3,0,1,2,3,4,0,1,2,0,1,2,3,4,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,1,2,3,4,5,0,1,2,0,1,2,3,4,0,1
HOBO-250,-1,-1,-1,-1,0,1,2,3,4,5,0,1,2,3,0,1,2,3,4,0,1,2,0,1,2,3,4,0,1,2,3,4,5,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,0,1,2,3,0,1,2,3,4,0,1,2,3,0,1,2,3,4,0,1,2,0,1,2,3,4,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,1,2,3,4,5,0,1,2,0,1,2,3,4,0,1
HOBO-265,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,0,1,2,3,4,5,0,1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,0,1,0,1,2,3,4,5,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,0,0,1,2,3,4,5,0,1
HOBO-270,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,2,0,1,2,3,4,5,6,0,1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,0,1,0,1,2,3,4,5,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,0,1,2,3,0,1,2,3,0,1
HOBO-273,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,2,3,4,5,6,7,0,1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,0,1,0,1,2,3,4,5,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,0,1,2,3,0,1,2,3,0,1
HOBO-276,-1,-1,-1,-1,-1,-1,0,1,2,3,0,1,2,0,1,2,3,4,5,6,0,1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,0,1,0,1,2,3,4,5,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,0,1,2,3,4,0,1,2,3,0,1
HOBO-302,0,1,2,3,0,1,2,3,4,0,1,2,3,0,1,2,3,4,5,6,0,1,0,1,2,3,4,0,1,2,3,4,5,0,1,2,3,0,1,2,0,1,2,3,4,5,6,7,8,0,1,2,3,4,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,4,5,0,1,2,0,1,2,3,4,5,0,1,2,3,4,5,6,7,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,0,1,2,3,4,5,0,1,2,0,1,2,3,0,1,2
HOBO-304,0,1,2,3,0,1,2,3,4,0,1,2,3,0,1,2,3,4,5,0,1,2,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,0,1,2,0,1,2,3,4,5,6,7,8,0,1,2,3,4,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,4,5,0,1,2,0,1,2,3,4,0,1,2,3,4,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,0,1,2,3,4,5,0,1,2,0,1,2,3,0,1,2
HOBO-308,0,1,2,3,0,1,2,3,4,0,1,2,3,0,1,2,3,4,5,0,1,2,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,0,1,2,0,1,2,3,4,5,6,7,8,0,1,2,3,4,0,1,2,3,0,1,2,3,0,1,2,0,1,2,3,4,5,6,0,1,2,0,1,2,3,4,0,1,2,3,4,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,0,1,2,3,4,5,0,1,2,0,1,2,3,0,1,2
HOBO-310,0,1,2,3,0,1,2,3,4,0,1,2,3,0,1,2,3,4,5,0,1,2,0,1,2,3,4,5,6,7,8,9,0,1,2,3,4,0,1,2,0,1,2,3,4,5,6,7,8,0,1,2,3,4,0,1,2,3,0,1,2,3,0,1,2,0,1,2,3,4,5,6,0,1,2,0,1,2,3,4,0,1,2,3,4,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,0,1,2,3,4,5,0,1,2,0,1,2,3,0,1,2
HOBO-312,0,1,2,3,0,1,2,3,4,0,1,2,3,0,1,2,3,4,5,0,1,2,0,1,2,3,4,5,6,7,8,9,0,1,2,3,4,0,1,2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,0,1,2,3,0,1,2,3,0,1,2,0,1,2,3,4,5,6,0,1,2,0,1,2,3,4,0,1,2,3,4,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,0,1,2,3,4,5,0,1,2,0,1,2,3,0,1,2
HOBO-315,0,1,2,3,0,1,2,3,4,0,1,2,3,0,1,2,3,4,5,0,1,2,0,1,2,3,4,5,6,7,8,9,0,1,2,3,4,0,1,2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,0,1,2,3,0,1,2,3,0,1,2,0,1,2,3,4,5,6,0,1,2,0,1,2,3,4,0,1,2,3,4,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,0,1,2,3,4,5,0,1,2,0,1,2,3,0,1,2
HOBO-317,0,1,2,3,0,1,2,3,4,0,1,2,3,0,1,2,3,4,5,0,1,2,0,1,2,3,4,5,6,7,8,9,0,1,2,3,4,0,1,2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,0,1,2,3,0,1,2,3,0,1,2,0,1,2,3,4,5,6,0,1,2,0,1,2,3,4,0,1,2,3,4,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,0,1,2,3,4,5,0,1,2,0,1,2,3,0,1,2
HOBO-331,-1,-1,-1,-1,-1,-1,-1,0,1,2,0,1,2,0,1,2,3,4,5,0,1,2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,0,1,2,3,0,1,2,3,0,1,2,3,4,5,0,1,2,0,1,2,3,4,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,0,1,2,0,1,2,3,4,0,1
