site,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121
HOBO-333,-1,-1,-1,-1,-1,-1,-1,0,1,2,0,1,2,0,1,2,3,4,5,0,1,2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,0,1,2,3,0,1,2,3,0,1,2,3,4,5,0,1,2,0,1,2,3,4,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,0,1,2,0,1,2,3,4,0,1
HOBO-335,0,1,2,3,4,0,1,2,3,4,0,1,2,3,0,1,2,3,4,5,0,1,0,1,2,3,4,0,1,2,3,4,5,0,1,2,0,1,2,3,0,1,2,3,4,5,0,1,2,0,1,2,3,4,0,1,2,3,0,1,2,3,4,0,1,2,0,1,2,3,0,1,2,3,4,5,0,1,2,3,4,0,1,2,0,1,2,3,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,0,1,2,3,4,0,1,2,3,0,1,2,0,1,2,3
HOBO-337,0,1,2,3,4,0,1,2,0,1,0,1,2,3,0,1,2,3,4,5,0,1,0,1,2,3,4,0,1,2,3,4,5,0,1,2,0,1,2,3,0,1,2,3,4,5,0,1,2,0,1,2,3,4,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,4,5,0,1,2,3,0,1,2,3,0,1,2,3,4,5,6,7,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,0,1,2,3,0,1,2,0,1,2,3
HOBO-341,0,1,2,3,4,0,1,2,3,0,1,2,3,0,1,2,3,4,5,6,0,1,0,1,2,3,4,0,1,2,3,4,5,0,1,2,0,1,2,3,0,1,2,3,4,5,6,7,8,0,1,2,3,0,1,2,3,4,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,4,5,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,0,1,2,3,4,0,1,2,3,0,1,2,0,1,2,3
HOBO-343,0,1,2,3,4,0,1,2,3,0,1,2,3,0,1,2,3,4,5,6,0,1,0,1,2,3,4,0,1,2,3,4,5,0,1,2,0,1,2,3,0,1,2,3,4,5,6,7,8,0,1,2,3,0,1,2,3,4,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,4,5,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,0,1,2,3,4,0,1,2,3,0,1,2,0,1,2,3
HOBO-345,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,2,3,0,1,2,3,4,5,6,0,1,0,1,2,3,4,0,1,2,3,4,5,6,7,8,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,0,1,2,3,4,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,4,5,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,0,1,2,3,4,0,1,2,3,0,1,2,0,1,2,3
HOBO-347,0,1,2,3,4,0,1,2,3,4,0,1,2,3,0,1,2,3,4,5,0,1,0,1,2,3,4,0,1,2,3,4,5,0,1,2,0,1,2,3,0,1,2,3,4,5,6,7,8,0,1,2,3,4,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,4,5,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,0,1,2,3,0,1,2,0,1,2,3
HOBO-349,-1,0,1,2,3,0,1,2,3,4,0,1,2,3,0,1,2,3,4,0,1,2,0,1,2,3,4,0,1,2,3,4,5,0,1,2,0,1,2,3,0,1,2,3,4,5,0,1,2,0,1,2,3,4,0,1,2,3,0,1,2,0,1,2,3,4,0,1,2,3,4,0,1,2,0,1,2,3,4,5,0,1,2,3,4,0,1,2,3,4,0,1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,0,1,2,3,4,0,1,2,3,0,1,2,3,0,1
HOBO-351,0,1,2,3,4,0,1,2,3,0,1,2,3,0,1,2,3,4,5,6,0,1,0,1,2,3,4,0,1,2,3,4,5,0,1,2,0,1,2,3,0,1,2,3,4,5,6,7,8,0,1,2,3,0,1,2,3,4,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,4,5,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,0,1,2,3,4,0,1,2,3,0,1,2,0,1,2,3
HOBO-353,0,1,2,3,4,0,1,2,3,0,1,2,3,0,1,2,3,4,5,6,0,1,2,0,1,2,3,0,1,2,3,4,5,0,1,2,0,1,2,3,4,5,6,7,8,9,10,11,12,0,1,2,3,0,1,2,3,4,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,4,5,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,0,1,2,3,4,0,1,2,3,0,1,2,0,1,2,3
HOBO-357,0,1,2,3,4,0,1,2,3,0,1,2,3,0,1,2,3,4,5,6,0,1,0,1,2,3,4,0,1,2,3,4,5,0,1,2,0,1,2,3,0,1,2,3,4,5,6,7,8,0,1,2,3,0,1,2,3,4,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,4,5,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,0,1,2,3,4,0,1,2,3,0,1,2,0,1,2,3
SM-01,-1,0,1,2,3,0,1,2,3,4,0,1,2,0,1,2,3,4,5,0,1,2,0,1,2,3,4,0,1,2,3,4,5,0,1,2,3,0,1,2,0,1,2,3,4,5,6,7,8,0,1,2,3,4,0,1,2,3,0,1,2,3,4,0,1,2,3,0,1,2,3,4,0,1,2,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,1,2,3,4,0,1,0,1,2,3,4,5,0,1
SM-01A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,4,0,1,2,3,4,5,6,7,8,0,1,2,3,0,1,2,3,4,0,1,2,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,1,2,3,4,0,1,0,1,2,3,4,5,0,1
SM-01B,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,4,0,1,2,3,4,5,6,7,8,0,1,2,3,0,1,2,3,4,5,6,7,0,1,2,3,4,0,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,1,2,3,4,0,1,0,1,2,3,4,5,0,1
SM-01C,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,4,0,1,2,3,4,5,6,7,8,0,1,2,3,0,1,2,3,4,0,1,2,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,1,2,3,4,0,1,0,1,2,3,4,5,0,1
SM-02,-1,0,1,2,0,1,2,3,4,0,1,2,3,0,1,2,3,4,5,0,1,2,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,0,1,2,0,1,2,3,4,5,6,7,8,0,1,2,3,4,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,0,1,2,3,4,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,0,1,2,3,4,5,0,1,2,0,1,2,3,0,1,2
SM-02A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,4,0,1,2,3,4,5,6,7,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,0,1,2,3,4,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,0,1,2,3,4,5,0,1,2,0,1,2,3,0,1,2
SM-02B,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,4,0,1,2,3,4,5,6,7,8,9,10,11,0,1,2,3,4,5,6,7,8,9,10,11,12,13,0,1,2,3,4,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,0,1,2,3,4,5,0,1,2,0,1,2,3,0,1,2
SM-02C,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,4,0,1,2,3,4,5,6,7,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,0,1,2,3,4,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,0,1,2,3,4,5,0,1,2,0,1,2,3,0,1,2
SM-03,-1,0,1,2,3,0,1,2,3,4,0,1,2,3,0,1,2,3,4,0,1,2,0,1,2,3,4,0,1,2,3,4,5,0,1,2,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,0,1,2,3,0,1,2,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,5,6,7,8,0,1,2,3,4,0,1,2,3,4,0,1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,0,1,2,3,4,0,1,2,3,0,1,2,3,0,1
SM-03A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,5,6,7,8,0,1,2,3,4,0,1,2,3,4,0,1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,0,1,2,3,4,0,1,2,3,0,1,2,3,0,1
SM-03B,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,4,5,6,0,0,1,2,3,0,1,2,3,4,0,1,2,3,4,5,6,7,8,0,1,2,3,4,0,1,2,3,4,0,1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,0,1,2,3,4,0,1,2,3,0,1,2,3,0,1
SM-03C,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,4,5,6,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,5,6,7,8,0,1,2,3,4,0,1,2,3,4,0,1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,0,1,2,3,4,0,1,2,3,0,1,2,3,0,1
SM-04,0,1,2,3,0,1,2,3,4,0,1,2,3,0,1,2,3,4,5,0,1,2,0,1,2,3,4,5,6,7,8,9,0,1,2,3,4,0,1,2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,0,1,2,3,0,1,2,3,0,1,2,0,1,2,3,4,5,6,0,1,2,3,4,5,6,7,0,1,2,3,4,5,6,7,8,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,0,1,2,3,4,5,0,1,2,0,1,2,3,0,1,2
SM-04A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,0,1,2,3,4,5,6,7,0,1,2,3,4,5,6,0,1,2,3,4,5,6,7,8,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,0,1,2,3,4,5,0,1,2,0,1,2,3,0,1,2
SM-04B,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,0,1,2,3,4,5,6,0,1,2,3,4,5,6,7,0,1,2,3,4,5,6,7,8,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,0,1,2,3,4,5,0,1,2,0,1,2,3,0,1,2
SM-04C,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,0,1,2,3,4,5,6,0,1,2,3,4,5,6,7,0,1,2,3,4,5,6,7,8,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,0,1,2,3,4,5,0,1,2,0,1,2,3,0,1,2
SM-05,-1,0,1,2,3,0,1,2,3,4,0,1,2,3,0,1,2,3,4,0,1,2,0,1,2,3,4,5,6,7,8,9,0,1,2,3,4,5,0,1,0,1,2,3,4,5,6,7,8,9,10,11,12,0,1,2,3,0,1,2,3,4,5,0,1,2,3,0,1,2,3,4,5,6,7,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,1,2,3,4,0,1,0,1,2,3,4,5,6,0
SM-05A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,4,5,0,1,2,3,0,1,2,3,4,5,6,7,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,1,2,3,4,0,1,0,1,2,3,4,5,6,0
SM-05B,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,4,5,0,1,2,3,0,1,2,3,4,5,6,7,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,1,2,3,4,0,1,0,1,2,3,4,5,6,0
SM-05C,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,4,5,0,1,2,3,0,1,2,3,4,5,6,7,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,1,2,3,4,0,1,0,1,2,3,4,5,5,0
SM-06,-1,0,1,2,3,0,1,2,3,4,0,1,2,0,1,2,3,4,5,0,1,2,0,1,2,3,4,0,1,2,3,4,5,0,1,2,0,1,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,0,1,2,3,0,1,2,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,5,6,7,8,0,1,2,3,4,0,1,2,3,4,0,1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,0,1,2,3,4,0,1,2,3,4,5,6,7,0,1
SM-06A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,5,6,7,8,0,1,2,3,4,0,1,2,3,4,0,1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,0,1,2,3,4,0,1,2,3,4,5,6,7,0,1
SM-06B,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,5,6,7,8,0,1,2,3,4,0,1,2,3,4,0,1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,0,1,2,3,4,0,1,2,3,0,1,2,3,0,1
SM-06C,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,5,6,7,8,0,1,2,3,4,0,1,2,3,4,0,1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,0,1,2,3,4,0,1,2,3,0,1,2,3,0,1
SM-07,-1,0,1,2,3,0,1,2,3,4,0,1,2,3,0,1,2,3,4,0,1,2,0,1,2,3,4,5,6,7,8,9,0,1,2,3,4,5,0,1,0,1,2,3,4,5,6,7,8,9,10,11,12,0,1,2,3,4,0,1,2,3,0,1,2,3,4,0,1,2,3,4,5,6,7,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,1,2,3,4,0,1,2,0,1,2,3,4,5,0
SM-07A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,0,1,2,3,4,0,1,2,3,4,5,6,7,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,1,2,3,4,0,1,0,1,2,3,4,5,6,0
SM-07B,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,0,1,2,3,4,0,1,2,3,4,5,6,7,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,1,2,3,4,0,1,0,1,2,3,4,5,6,0
SM-07C,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,0,1,2,3,4,0,1,2,3,4,5,6,7,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,1,2,3,4,0,1,0,1,2,3,4,5,6,0
SM-08,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,2,3,0,1,2,3,4,5,0,1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,5,6,7,8,9,10,11,12,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,0,0,1,2,3,4,5,6,7
SM-08A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,5,6,7,8,9,10,11,12,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,0,0,1,2,3,4,5,6,7
SM-08B,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,5,6,7,8,9,10,11,12,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,0,0,1,2,3,4,5,6,7
SM-08C,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,5,6,7,8,9,10,11,12,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,0,0,1,2,3,4,5,6,7
SM-09,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,2,3,0,1,2,3,4,0,1,2,0,1,2,3,4,5,6,7,8,9,0,1,2,3,4,0,1,2,0,1,2,3,4,5,6,7,8,9,10,11,12,0,1,2,3,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,5,6,7,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,0,1,2,3,4,0,1,0,1,2,3,4,5,6,0
SM-09A,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,5,6,7,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,0,1,2,3,4,0,1,0,1,2,3,4,5,6,0
SM-09B,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,5,6,7,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,0,1,2,3,4,0,1,0,1,2,3,4,5,6,0
SM-09C,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,5,6,7,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,0,1,2,3,4,0,1,0,1,2,3,4,5,6,0
SM-PG,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,4,0,1,2,3,4,0,1,2,3,0,1,2,3,4,5,0,1,2,3,0,1,2,0,1,2,3,0,1,2,3,4,5,6,7,8,9,0,1,2,0,1,2,3,4,5,0,1,2,3,4,5,6,7,0,1,2,3,0,1,2,3,4,0,1,2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,0,1,2,0,1,2,3,0,1,2,3,0,1,2,3
